geneID	pathway
16199	cytokine-cytokine_receptor_interaction
16323	cytokine-cytokine_receptor_interaction
16324	cytokine-cytokine_receptor_interaction
16325	cytokine-cytokine_receptor_interaction
16326	cytokine-cytokine_receptor_interaction
16542	cytokine-cytokine_receptor_interaction
16590	cytokine-cytokine_receptor_interaction
16846	cytokine-cytokine_receptor_interaction
16847	cytokine-cytokine_receptor_interaction
16878	cytokine-cytokine_receptor_interaction
16880	cytokine-cytokine_receptor_interaction
16963	cytokine-cytokine_receptor_interaction
16992	cytokine-cytokine_receptor_interaction
16994	cytokine-cytokine_receptor_interaction
17000	cytokine-cytokine_receptor_interaction
17295	cytokine-cytokine_receptor_interaction
17311	cytokine-cytokine_receptor_interaction
17329	cytokine-cytokine_receptor_interaction
17480	cytokine-cytokine_receptor_interaction
18053	cytokine-cytokine_receptor_interaction
18383	cytokine-cytokine_receptor_interaction
18413	cytokine-cytokine_receptor_interaction
18414	cytokine-cytokine_receptor_interaction
18590	cytokine-cytokine_receptor_interaction
18591	cytokine-cytokine_receptor_interaction
18595	cytokine-cytokine_receptor_interaction
18596	cytokine-cytokine_receptor_interaction
100504362	cytokine-cytokine_receptor_interaction
19109	cytokine-cytokine_receptor_interaction
19116	cytokine-cytokine_receptor_interaction
20290	cytokine-cytokine_receptor_interaction
20292	cytokine-cytokine_receptor_interaction
20293	cytokine-cytokine_receptor_interaction
20295	cytokine-cytokine_receptor_interaction
20296	cytokine-cytokine_receptor_interaction
20297	cytokine-cytokine_receptor_interaction
20299	cytokine-cytokine_receptor_interaction
20300	cytokine-cytokine_receptor_interaction
100039863	cytokine-cytokine_receptor_interaction
20302	cytokine-cytokine_receptor_interaction
20303	cytokine-cytokine_receptor_interaction
20304	cytokine-cytokine_receptor_interaction
20305	cytokine-cytokine_receptor_interaction
20306	cytokine-cytokine_receptor_interaction
20307	cytokine-cytokine_receptor_interaction
20308	cytokine-cytokine_receptor_interaction
20310	cytokine-cytokine_receptor_interaction
20311	cytokine-cytokine_receptor_interaction
20312	cytokine-cytokine_receptor_interaction
20315	cytokine-cytokine_receptor_interaction
209590	cytokine-cytokine_receptor_interaction
213208	cytokine-cytokine_receptor_interaction
21803	cytokine-cytokine_receptor_interaction
21808	cytokine-cytokine_receptor_interaction
21809	cytokine-cytokine_receptor_interaction
21812	cytokine-cytokine_receptor_interaction
21813	cytokine-cytokine_receptor_interaction
21926	cytokine-cytokine_receptor_interaction
21933	cytokine-cytokine_receptor_interaction
21934	cytokine-cytokine_receptor_interaction
21935	cytokine-cytokine_receptor_interaction
21936	cytokine-cytokine_receptor_interaction
21937	cytokine-cytokine_receptor_interaction
21938	cytokine-cytokine_receptor_interaction
21939	cytokine-cytokine_receptor_interaction
21940	cytokine-cytokine_receptor_interaction
21941	cytokine-cytokine_receptor_interaction
21942	cytokine-cytokine_receptor_interaction
21943	cytokine-cytokine_receptor_interaction
21944	cytokine-cytokine_receptor_interaction
21947	cytokine-cytokine_receptor_interaction
21948	cytokine-cytokine_receptor_interaction
21949	cytokine-cytokine_receptor_interaction
21950	cytokine-cytokine_receptor_interaction
22018	cytokine-cytokine_receptor_interaction
22035	cytokine-cytokine_receptor_interaction
22163	cytokine-cytokine_receptor_interaction
22164	cytokine-cytokine_receptor_interaction
22339	cytokine-cytokine_receptor_interaction
22340	cytokine-cytokine_receptor_interaction
22341	cytokine-cytokine_receptor_interaction
227288	cytokine-cytokine_receptor_interaction
230396	cytokine-cytokine_receptor_interaction
230405	cytokine-cytokine_receptor_interaction
230828	cytokine-cytokine_receptor_interaction
230979	cytokine-cytokine_receptor_interaction
237310	cytokine-cytokine_receptor_interaction
237313	cytokine-cytokine_receptor_interaction
238057	cytokine-cytokine_receptor_interaction
23832	cytokine-cytokine_receptor_interaction
100039053	cytokine-cytokine_receptor_interaction
240873	cytokine-cytokine_receptor_interaction
24099	cytokine-cytokine_receptor_interaction
242316	cytokine-cytokine_receptor_interaction
242519	cytokine-cytokine_receptor_interaction
242700	cytokine-cytokine_receptor_interaction
245527	cytokine-cytokine_receptor_interaction
27279	cytokine-cytokine_receptor_interaction
29820	cytokine-cytokine_receptor_interaction
320100	cytokine-cytokine_receptor_interaction
326623	cytokine-cytokine_receptor_interaction
329244	cytokine-cytokine_receptor_interaction
330122	cytokine-cytokine_receptor_interaction
330496	cytokine-cytokine_receptor_interaction
338374	cytokine-cytokine_receptor_interaction
387510	cytokine-cytokine_receptor_interaction
404549	cytokine-cytokine_receptor_interaction
50905	cytokine-cytokine_receptor_interaction
50929	cytokine-cytokine_receptor_interaction
50930	cytokine-cytokine_receptor_interaction
53603	cytokine-cytokine_receptor_interaction
541307	cytokine-cytokine_receptor_interaction
54635	cytokine-cytokine_receptor_interaction
55985	cytokine-cytokine_receptor_interaction
56069	cytokine-cytokine_receptor_interaction
56221	cytokine-cytokine_receptor_interaction
56708	cytokine-cytokine_receptor_interaction
56744	cytokine-cytokine_receptor_interaction
56838	cytokine-cytokine_receptor_interaction
57266	cytokine-cytokine_receptor_interaction
57349	cytokine-cytokine_receptor_interaction
57914	cytokine-cytokine_receptor_interaction
57916	cytokine-cytokine_receptor_interaction
58181	cytokine-cytokine_receptor_interaction
60504	cytokine-cytokine_receptor_interaction
60505	cytokine-cytokine_receptor_interaction
100041504	cytokine-cytokine_receptor_interaction
66102	cytokine-cytokine_receptor_interaction
69583	cytokine-cytokine_receptor_interaction
71785	cytokine-cytokine_receptor_interaction
72049	cytokine-cytokine_receptor_interaction
80901	cytokine-cytokine_receptor_interaction
83430	cytokine-cytokine_receptor_interaction
85030	cytokine-cytokine_receptor_interaction
93672	cytokine-cytokine_receptor_interaction
94185	cytokine-cytokine_receptor_interaction
100041579	chemokine_signaling_pathway
100041504	chemokine_signaling_pathway
100041579	chemokine_signaling_pathway
104110	chemokine_signaling_pathway
104111	chemokine_signaling_pathway
109689	chemokine_signaling_pathway
109880	chemokine_signaling_pathway
109905	chemokine_signaling_pathway
110157	chemokine_signaling_pathway
11512	chemokine_signaling_pathway
11513	chemokine_signaling_pathway
11514	chemokine_signaling_pathway
11515	chemokine_signaling_pathway
11651	chemokine_signaling_pathway
11652	chemokine_signaling_pathway
11848	chemokine_signaling_pathway
12145	chemokine_signaling_pathway
12458	chemokine_signaling_pathway
12540	chemokine_signaling_pathway
12675	chemokine_signaling_pathway
12765	chemokine_signaling_pathway
12766	chemokine_signaling_pathway
12767	chemokine_signaling_pathway
12768	chemokine_signaling_pathway
12769	chemokine_signaling_pathway
12770	chemokine_signaling_pathway
12771	chemokine_signaling_pathway
12772	chemokine_signaling_pathway
12773	chemokine_signaling_pathway
12774	chemokine_signaling_pathway
12775	chemokine_signaling_pathway
12776	chemokine_signaling_pathway
12777	chemokine_signaling_pathway
12927	chemokine_signaling_pathway
12928	chemokine_signaling_pathway
12929	chemokine_signaling_pathway
13051	chemokine_signaling_pathway
140580	chemokine_signaling_pathway
14083	chemokine_signaling_pathway
14191	chemokine_signaling_pathway
14677	chemokine_signaling_pathway
14678	chemokine_signaling_pathway
14679	chemokine_signaling_pathway
14688	chemokine_signaling_pathway
14693	chemokine_signaling_pathway
14695	chemokine_signaling_pathway
14696	chemokine_signaling_pathway
14697	chemokine_signaling_pathway
14699	chemokine_signaling_pathway
14700	chemokine_signaling_pathway
14701	chemokine_signaling_pathway
14702	chemokine_signaling_pathway
14704	chemokine_signaling_pathway
14706	chemokine_signaling_pathway
14707	chemokine_signaling_pathway
14708	chemokine_signaling_pathway
14709	chemokine_signaling_pathway
14710	chemokine_signaling_pathway
14772	chemokine_signaling_pathway
14773	chemokine_signaling_pathway
14784	chemokine_signaling_pathway
14825	chemokine_signaling_pathway
15162	chemokine_signaling_pathway
15945	chemokine_signaling_pathway
16150	chemokine_signaling_pathway
16151	chemokine_signaling_pathway
16428	chemokine_signaling_pathway
16452	chemokine_signaling_pathway
16453	chemokine_signaling_pathway
16653	chemokine_signaling_pathway
16963	chemokine_signaling_pathway
17096	chemokine_signaling_pathway
17329	chemokine_signaling_pathway
17969	chemokine_signaling_pathway
18033	chemokine_signaling_pathway
18035	chemokine_signaling_pathway
18036	chemokine_signaling_pathway
18176	chemokine_signaling_pathway
18479	chemokine_signaling_pathway
18706	chemokine_signaling_pathway
18707	chemokine_signaling_pathway
18708	chemokine_signaling_pathway
18709	chemokine_signaling_pathway
18710	chemokine_signaling_pathway
18747	chemokine_signaling_pathway
18749	chemokine_signaling_pathway
18751	chemokine_signaling_pathway
18753	chemokine_signaling_pathway
18762	chemokine_signaling_pathway
18795	chemokine_signaling_pathway
18796	chemokine_signaling_pathway
18797	chemokine_signaling_pathway
18798	chemokine_signaling_pathway
100504362	chemokine_signaling_pathway
19108	chemokine_signaling_pathway
19229	chemokine_signaling_pathway
19303	chemokine_signaling_pathway
19353	chemokine_signaling_pathway
19354	chemokine_signaling_pathway
19395	chemokine_signaling_pathway
19697	chemokine_signaling_pathway
19877	chemokine_signaling_pathway
19878	chemokine_signaling_pathway
20290	chemokine_signaling_pathway
20292	chemokine_signaling_pathway
20293	chemokine_signaling_pathway
20295	chemokine_signaling_pathway
20296	chemokine_signaling_pathway
20297	chemokine_signaling_pathway
20299	chemokine_signaling_pathway
20300	chemokine_signaling_pathway
100039863	chemokine_signaling_pathway
20302	chemokine_signaling_pathway
20303	chemokine_signaling_pathway
20304	chemokine_signaling_pathway
20305	chemokine_signaling_pathway
20306	chemokine_signaling_pathway
20307	chemokine_signaling_pathway
20308	chemokine_signaling_pathway
20310	chemokine_signaling_pathway
20311	chemokine_signaling_pathway
20312	chemokine_signaling_pathway
20315	chemokine_signaling_pathway
20416	chemokine_signaling_pathway
20418	chemokine_signaling_pathway
20662	chemokine_signaling_pathway
20663	chemokine_signaling_pathway
20779	chemokine_signaling_pathway
20846	chemokine_signaling_pathway
20847	chemokine_signaling_pathway
20848	chemokine_signaling_pathway
20851	chemokine_signaling_pathway
210044	chemokine_signaling_pathway
215449	chemokine_signaling_pathway
216148	chemokine_signaling_pathway
216869	chemokine_signaling_pathway
21844	chemokine_signaling_pathway
22324	chemokine_signaling_pathway
22325	chemokine_signaling_pathway
22376	chemokine_signaling_pathway
224129	chemokine_signaling_pathway
227288	chemokine_signaling_pathway
23797	chemokine_signaling_pathway
23832	chemokine_signaling_pathway
24013	chemokine_signaling_pathway
100039053	chemokine_signaling_pathway
26385	chemokine_signaling_pathway
26395	chemokine_signaling_pathway
26413	chemokine_signaling_pathway
26417	chemokine_signaling_pathway
271849	chemokine_signaling_pathway
277360	chemokine_signaling_pathway
30955	chemokine_signaling_pathway
320207	chemokine_signaling_pathway
330122	chemokine_signaling_pathway
432530	chemokine_signaling_pathway
541307	chemokine_signaling_pathway
55985	chemokine_signaling_pathway
56221	chemokine_signaling_pathway
56484	chemokine_signaling_pathway
56637	chemokine_signaling_pathway
56744	chemokine_signaling_pathway
56838	chemokine_signaling_pathway
57257	chemokine_signaling_pathway
57266	chemokine_signaling_pathway
57349	chemokine_signaling_pathway
606496	chemokine_signaling_pathway
64337	chemokine_signaling_pathway
100041504	chemokine_signaling_pathway
66066	chemokine_signaling_pathway
66102	chemokine_signaling_pathway
67653	chemokine_signaling_pathway
73178	chemokine_signaling_pathway
74769	chemokine_signaling_pathway
80901	chemokine_signaling_pathway
93742	chemokine_signaling_pathway
94176	chemokine_signaling_pathway
100041504	nf-kappa_b_signaling_pathway
106759	nf-kappa_b_signaling_pathway
111173	nf-kappa_b_signaling_pathway
11545	nf-kappa_b_signaling_pathway
117149	nf-kappa_b_signaling_pathway
11796	nf-kappa_b_signaling_pathway
11797	nf-kappa_b_signaling_pathway
11798	nf-kappa_b_signaling_pathway
11920	nf-kappa_b_signaling_pathway
12042	nf-kappa_b_signaling_pathway
12043	nf-kappa_b_signaling_pathway
12045	nf-kappa_b_signaling_pathway
12046	nf-kappa_b_signaling_pathway
12047	nf-kappa_b_signaling_pathway
12048	nf-kappa_b_signaling_pathway
12229	nf-kappa_b_signaling_pathway
12475	nf-kappa_b_signaling_pathway
12633	nf-kappa_b_signaling_pathway
12675	nf-kappa_b_signaling_pathway
12995	nf-kappa_b_signaling_pathway
13000	nf-kappa_b_signaling_pathway
13001	nf-kappa_b_signaling_pathway
15894	nf-kappa_b_signaling_pathway
16150	nf-kappa_b_signaling_pathway
16151	nf-kappa_b_signaling_pathway
16176	nf-kappa_b_signaling_pathway
16177	nf-kappa_b_signaling_pathway
16179	nf-kappa_b_signaling_pathway
16797	nf-kappa_b_signaling_pathway
16803	nf-kappa_b_signaling_pathway
16818	nf-kappa_b_signaling_pathway
16992	nf-kappa_b_signaling_pathway
16994	nf-kappa_b_signaling_pathway
17000	nf-kappa_b_signaling_pathway
17060	nf-kappa_b_signaling_pathway
17087	nf-kappa_b_signaling_pathway
17096	nf-kappa_b_signaling_pathway
17873	nf-kappa_b_signaling_pathway
17874	nf-kappa_b_signaling_pathway
18033	nf-kappa_b_signaling_pathway
18034	nf-kappa_b_signaling_pathway
18035	nf-kappa_b_signaling_pathway
18751	nf-kappa_b_signaling_pathway
18761	nf-kappa_b_signaling_pathway
18792	nf-kappa_b_signaling_pathway
18803	nf-kappa_b_signaling_pathway
100504362	nf-kappa_b_signaling_pathway
19225	nf-kappa_b_signaling_pathway
19697	nf-kappa_b_signaling_pathway
19698	nf-kappa_b_signaling_pathway
19766	nf-kappa_b_signaling_pathway
20303	nf-kappa_b_signaling_pathway
20310	nf-kappa_b_signaling_pathway
20315	nf-kappa_b_signaling_pathway
20963	nf-kappa_b_signaling_pathway
217069	nf-kappa_b_signaling_pathway
21898	nf-kappa_b_signaling_pathway
21926	nf-kappa_b_signaling_pathway
21929	nf-kappa_b_signaling_pathway
21934	nf-kappa_b_signaling_pathway
21937	nf-kappa_b_signaling_pathway
21939	nf-kappa_b_signaling_pathway
21943	nf-kappa_b_signaling_pathway
21947	nf-kappa_b_signaling_pathway
22029	nf-kappa_b_signaling_pathway
22030	nf-kappa_b_signaling_pathway
22031	nf-kappa_b_signaling_pathway
22033	nf-kappa_b_signaling_pathway
22034	nf-kappa_b_signaling_pathway
22196	nf-kappa_b_signaling_pathway
22329	nf-kappa_b_signaling_pathway
225471	nf-kappa_b_signaling_pathway
22637	nf-kappa_b_signaling_pathway
230073	nf-kappa_b_signaling_pathway
234779	nf-kappa_b_signaling_pathway
240354	nf-kappa_b_signaling_pathway
100039053	nf-kappa_b_signaling_pathway
24099	nf-kappa_b_signaling_pathway
26409	nf-kappa_b_signaling_pathway
266632	nf-kappa_b_signaling_pathway
50930	nf-kappa_b_signaling_pathway
53859	nf-kappa_b_signaling_pathway
59004	nf-kappa_b_signaling_pathway
100041504	nf-kappa_b_signaling_pathway
66513	nf-kappa_b_signaling_pathway
66724	nf-kappa_b_signaling_pathway
68652	nf-kappa_b_signaling_pathway
71609	nf-kappa_b_signaling_pathway
72049	nf-kappa_b_signaling_pathway
108058	hif-1_signaling_pathway
112405	hif-1_signaling_pathway
112406	hif-1_signaling_pathway
112407	hif-1_signaling_pathway
11600	hif-1_signaling_pathway
11601	hif-1_signaling_pathway
11602	hif-1_signaling_pathway
11651	hif-1_signaling_pathway
11652	hif-1_signaling_pathway
11674	hif-1_signaling_pathway
11863	hif-1_signaling_pathway
12043	hif-1_signaling_pathway
12322	hif-1_signaling_pathway
12323	hif-1_signaling_pathway
12325	hif-1_signaling_pathway
12575	hif-1_signaling_pathway
12576	hif-1_signaling_pathway
12914	hif-1_signaling_pathway
13058	hif-1_signaling_pathway
13614	hif-1_signaling_pathway
13645	hif-1_signaling_pathway
13649	hif-1_signaling_pathway
13684	hif-1_signaling_pathway
13685	hif-1_signaling_pathway
433182	hif-1_signaling_pathway
13807	hif-1_signaling_pathway
13808	hif-1_signaling_pathway
13856	hif-1_signaling_pathway
13866	hif-1_signaling_pathway
14254	hif-1_signaling_pathway
14433	hif-1_signaling_pathway
15251	hif-1_signaling_pathway
15275	hif-1_signaling_pathway
15277	hif-1_signaling_pathway
15368	hif-1_signaling_pathway
15978	hif-1_signaling_pathway
15979	hif-1_signaling_pathway
15980	hif-1_signaling_pathway
16000	hif-1_signaling_pathway
16001	hif-1_signaling_pathway
16193	hif-1_signaling_pathway
16194	hif-1_signaling_pathway
16333	hif-1_signaling_pathway
16334	hif-1_signaling_pathway
16337	hif-1_signaling_pathway
16828	hif-1_signaling_pathway
17000	hif-1_signaling_pathway
170768	hif-1_signaling_pathway
17346	hif-1_signaling_pathway
17347	hif-1_signaling_pathway
18033	hif-1_signaling_pathway
18126	hif-1_signaling_pathway
18127	hif-1_signaling_pathway
18597	hif-1_signaling_pathway
18598	hif-1_signaling_pathway
18639	hif-1_signaling_pathway
18640	hif-1_signaling_pathway
18641	hif-1_signaling_pathway
18655	hif-1_signaling_pathway
18706	hif-1_signaling_pathway
18707	hif-1_signaling_pathway
18708	hif-1_signaling_pathway
18709	hif-1_signaling_pathway
18710	hif-1_signaling_pathway
18750	hif-1_signaling_pathway
18751	hif-1_signaling_pathway
18752	hif-1_signaling_pathway
18787	hif-1_signaling_pathway
18803	hif-1_signaling_pathway
19697	hif-1_signaling_pathway
20104	hif-1_signaling_pathway
20525	hif-1_signaling_pathway
20848	hif-1_signaling_pathway
212032	hif-1_signaling_pathway
216019	hif-1_signaling_pathway
21687	hif-1_signaling_pathway
218268	hif-1_signaling_pathway
21857	hif-1_signaling_pathway
21898	hif-1_signaling_pathway
22041	hif-1_signaling_pathway
22042	hif-1_signaling_pathway
22339	hif-1_signaling_pathway
22346	hif-1_signaling_pathway
224480	hif-1_signaling_pathway
228026	hif-1_signaling_pathway
230899	hif-1_signaling_pathway
234779	hif-1_signaling_pathway
237038	hif-1_signaling_pathway
23797	hif-1_signaling_pathway
26395	hif-1_signaling_pathway
26396	hif-1_signaling_pathway
26413	hif-1_signaling_pathway
26417	hif-1_signaling_pathway
26987	hif-1_signaling_pathway
270198	hif-1_signaling_pathway
30955	hif-1_signaling_pathway
320207	hif-1_signaling_pathway
328572	hif-1_signaling_pathway
56438	hif-1_signaling_pathway
56717	hif-1_signaling_pathway
58988	hif-1_signaling_pathway
68263	hif-1_signaling_pathway
71745	hif-1_signaling_pathway
72508	hif-1_signaling_pathway
74769	hif-1_signaling_pathway
104015	phosphatidylinositol_signaling_system
104418	phosphatidylinositol_signaling_system
107650	phosphatidylinositol_signaling_system
108083	phosphatidylinositol_signaling_system
110197	phosphatidylinositol_signaling_system
110524	phosphatidylinositol_signaling_system
110911	phosphatidylinositol_signaling_system
114663	phosphatidylinositol_signaling_system
114875	phosphatidylinositol_signaling_system
117150	phosphatidylinositol_signaling_system
12313	phosphatidylinositol_signaling_system
12313	phosphatidylinositol_signaling_system
12313	phosphatidylinositol_signaling_system
13139	phosphatidylinositol_signaling_system
16329	phosphatidylinositol_signaling_system
16330	phosphatidylinositol_signaling_system
16331	phosphatidylinositol_signaling_system
16332	phosphatidylinositol_signaling_system
16438	phosphatidylinositol_signaling_system
16439	phosphatidylinositol_signaling_system
16440	phosphatidylinositol_signaling_system
170835	phosphatidylinositol_signaling_system
17772	phosphatidylinositol_signaling_system
18704	phosphatidylinositol_signaling_system
18705	phosphatidylinositol_signaling_system
18706	phosphatidylinositol_signaling_system
18707	phosphatidylinositol_signaling_system
18708	phosphatidylinositol_signaling_system
18709	phosphatidylinositol_signaling_system
18710	phosphatidylinositol_signaling_system
18711	phosphatidylinositol_signaling_system
18717	phosphatidylinositol_signaling_system
18718	phosphatidylinositol_signaling_system
18719	phosphatidylinositol_signaling_system
18720	phosphatidylinositol_signaling_system
18750	phosphatidylinositol_signaling_system
18751	phosphatidylinositol_signaling_system
18752	phosphatidylinositol_signaling_system
18795	phosphatidylinositol_signaling_system
18796	phosphatidylinositol_signaling_system
18797	phosphatidylinositol_signaling_system
18798	phosphatidylinositol_signaling_system
18799	phosphatidylinositol_signaling_system
18802	phosphatidylinositol_signaling_system
18803	phosphatidylinositol_signaling_system
19062	phosphatidylinositol_signaling_system
19211	phosphatidylinositol_signaling_system
20975	phosphatidylinositol_signaling_system
212111	phosphatidylinositol_signaling_system
217480	phosphatidylinositol_signaling_system
217837	phosphatidylinositol_signaling_system
224020	phosphatidylinositol_signaling_system
225326	phosphatidylinositol_signaling_system
227333	phosphatidylinositol_signaling_system
228550	phosphatidylinositol_signaling_system
233011	phosphatidylinositol_signaling_system
234515	phosphatidylinositol_signaling_system
234779	phosphatidylinositol_signaling_system
240752	phosphatidylinositol_signaling_system
242291	phosphatidylinositol_signaling_system
269180	phosphatidylinositol_signaling_system
30955	phosphatidylinositol_signaling_system
320127	phosphatidylinositol_signaling_system
320207	phosphatidylinositol_signaling_system
320404	phosphatidylinositol_signaling_system
320634	phosphatidylinositol_signaling_system
380921	phosphatidylinositol_signaling_system
494124	phosphatidylinositol_signaling_system
52858	phosphatidylinositol_signaling_system
55980	phosphatidylinositol_signaling_system
56077	phosphatidylinositol_signaling_system
64436	phosphatidylinositol_signaling_system
67073	phosphatidylinositol_signaling_system
70405	phosphatidylinositol_signaling_system
72469	phosphatidylinositol_signaling_system
74055	phosphatidylinositol_signaling_system
74596	phosphatidylinositol_signaling_system
74769	phosphatidylinositol_signaling_system
75678	phosphatidylinositol_signaling_system
80796	phosphatidylinositol_signaling_system
84095	phosphatidylinositol_signaling_system
100040233	neuroactive_ligand
103964	neuroactive_ligand
104443	neuroactive_ligand
107515	neuroactive_ligand
108015	neuroactive_ligand
108043	neuroactive_ligand
108068	neuroactive_ligand
108069	neuroactive_ligand
108071	neuroactive_ligand
108072	neuroactive_ligand
108073	neuroactive_ligand
109648	neuroactive_ligand
110304	neuroactive_ligand
110637	neuroactive_ligand
110834	neuroactive_ligand
110835	neuroactive_ligand
110886	neuroactive_ligand
110902	neuroactive_ligand
111174	neuroactive_ligand
114229	neuroactive_ligand
11435	neuroactive_ligand
11438	neuroactive_ligand
11440	neuroactive_ligand
11441	neuroactive_ligand
11443	neuroactive_ligand
11444	neuroactive_ligand
11447	neuroactive_ligand
11448	neuroactive_ligand
11449	neuroactive_ligand
11516	neuroactive_ligand
11517	neuroactive_ligand
11539	neuroactive_ligand
11540	neuroactive_ligand
11541	neuroactive_ligand
11542	neuroactive_ligand
11548	neuroactive_ligand
11549	neuroactive_ligand
11550	neuroactive_ligand
11551	neuroactive_ligand
11552	neuroactive_ligand
11553	neuroactive_ligand
11554	neuroactive_ligand
11555	neuroactive_ligand
11556	neuroactive_ligand
11604	neuroactive_ligand
11607	neuroactive_ligand
11608	neuroactive_ligand
11609	neuroactive_ligand
11998	neuroactive_ligand
12000	neuroactive_ligand
12061	neuroactive_ligand
12062	neuroactive_ligand
12209	neuroactive_ligand
12257	neuroactive_ligand
12267	neuroactive_ligand
12273	neuroactive_ligand
12311	neuroactive_ligand
12424	neuroactive_ligand
12425	neuroactive_ligand
12426	neuroactive_ligand
12640	neuroactive_ligand
12669	neuroactive_ligand
12671	neuroactive_ligand
12672	neuroactive_ligand
12801	neuroactive_ligand
12802	neuroactive_ligand
12847	neuroactive_ligand
12854	neuroactive_ligand
12918	neuroactive_ligand
12921	neuroactive_ligand
12922	neuroactive_ligand
13035	neuroactive_ligand
13489	neuroactive_ligand
13490	neuroactive_ligand
13491	neuroactive_ligand
13492	neuroactive_ligand
13609	neuroactive_ligand
13610	neuroactive_ligand
13611	neuroactive_ligand
13614	neuroactive_ligand
13615	neuroactive_ligand
13616	neuroactive_ligand
13617	neuroactive_ligand
13618	neuroactive_ligand
140498	neuroactive_ligand
14061	neuroactive_ligand
14062	neuroactive_ligand
14063	neuroactive_ligand
14064	neuroactive_ligand
14065	neuroactive_ligand
140795	neuroactive_ligand
14160	neuroactive_ligand
14289	neuroactive_ligand
14293	neuroactive_ligand
14308	neuroactive_ligand
14309	neuroactive_ligand
14394	neuroactive_ligand
14395	neuroactive_ligand
14396	neuroactive_ligand
14397	neuroactive_ligand
14399	neuroactive_ligand
14400	neuroactive_ligand
14401	neuroactive_ligand
14402	neuroactive_ligand
14403	neuroactive_ligand
14404	neuroactive_ligand
14405	neuroactive_ligand
14406	neuroactive_ligand
14407	neuroactive_ligand
14408	neuroactive_ligand
14409	neuroactive_ligand
14419	neuroactive_ligand
14427	neuroactive_ligand
14428	neuroactive_ligand
14429	neuroactive_ligand
14526	neuroactive_ligand
14527	neuroactive_ligand
14599	neuroactive_ligand
14600	neuroactive_ligand
14601	neuroactive_ligand
14602	neuroactive_ligand
14607	neuroactive_ligand
14608	neuroactive_ligand
14652	neuroactive_ligand
14654	neuroactive_ligand
14658	neuroactive_ligand
14714	neuroactive_ligand
14715	neuroactive_ligand
14739	neuroactive_ligand
14745	neuroactive_ligand
14765	neuroactive_ligand
14767	neuroactive_ligand
14799	neuroactive_ligand
14800	neuroactive_ligand
14802	neuroactive_ligand
14803	neuroactive_ligand
14804	neuroactive_ligand
14805	neuroactive_ligand
14806	neuroactive_ligand
14807	neuroactive_ligand
14809	neuroactive_ligand
14810	neuroactive_ligand
14811	neuroactive_ligand
14812	neuroactive_ligand
14813	neuroactive_ligand
14814	neuroactive_ligand
14815	neuroactive_ligand
14816	neuroactive_ligand
14823	neuroactive_ligand
14829	neuroactive_ligand
14938	neuroactive_ligand
15171	neuroactive_ligand
15465	neuroactive_ligand
15466	neuroactive_ligand
15550	neuroactive_ligand
15551	neuroactive_ligand
15552	neuroactive_ligand
15557	neuroactive_ligand
15558	neuroactive_ligand
15559	neuroactive_ligand
15560	neuroactive_ligand
15562	neuroactive_ligand
15563	neuroactive_ligand
15564	neuroactive_ligand
15565	neuroactive_ligand
15566	neuroactive_ligand
16846	neuroactive_ligand
16847	neuroactive_ligand
16866	neuroactive_ligand
16867	neuroactive_ligand
16995	neuroactive_ligand
170483	neuroactive_ligand
170732	neuroactive_ligand
171530	neuroactive_ligand
17171	neuroactive_ligand
17199	neuroactive_ligand
17200	neuroactive_ligand
17201	neuroactive_ligand
17202	neuroactive_ligand
17203	neuroactive_ligand
17773	neuroactive_ligand
18101	neuroactive_ligand
18166	neuroactive_ligand
18167	neuroactive_ligand
18168	neuroactive_ligand
18169	neuroactive_ligand
18216	neuroactive_ligand
18217	neuroactive_ligand
18386	neuroactive_ligand
18387	neuroactive_ligand
18389	neuroactive_ligand
18390	neuroactive_ligand
18429	neuroactive_ligand
18430	neuroactive_ligand
18436	neuroactive_ligand
18438	neuroactive_ligand
18439	neuroactive_ligand
18440	neuroactive_ligand
18441	neuroactive_ligand
18442	neuroactive_ligand
18815	neuroactive_ligand
18976	neuroactive_ligand
19064	neuroactive_ligand
19109	neuroactive_ligand
19116	neuroactive_ligand
19204	neuroactive_ligand
19214	neuroactive_ligand
19216	neuroactive_ligand
19217	neuroactive_ligand
19218	neuroactive_ligand
19219	neuroactive_ligand
19220	neuroactive_ligand
19222	neuroactive_ligand
19226	neuroactive_ligand
19228	neuroactive_ligand
193034	neuroactive_ligand
20287	neuroactive_ligand
20604	neuroactive_ligand
20605	neuroactive_ligand
20606	neuroactive_ligand
20607	neuroactive_ligand
20608	neuroactive_ligand
20609	neuroactive_ligand
207911	neuroactive_ligand
208188	neuroactive_ligand
208990	neuroactive_ligand
209512	neuroactive_ligand
209513	neuroactive_ligand
209517	neuroactive_ligand
21333	neuroactive_ligand
21336	neuroactive_ligand
21337	neuroactive_ligand
21338	neuroactive_ligand
213527	neuroactive_ligand
213788	neuroactive_ligand
21390	neuroactive_ligand
215854	neuroactive_ligand
215855	neuroactive_ligand
215856	neuroactive_ligand
215859	neuroactive_ligand
216643	neuroactive_ligand
216749	neuroactive_ligand
217212	neuroactive_ligand
217369	neuroactive_ligand
21833	neuroactive_ligand
21834	neuroactive_ligand
22044	neuroactive_ligand
22045	neuroactive_ligand
22072	neuroactive_ligand
22074	neuroactive_ligand
22094	neuroactive_ligand
22095	neuroactive_ligand
22353	neuroactive_ligand
